year,month,district,PM25,resid,평균풍속(m/s),월강수량합(mm),EV,대여건수,car,녹지 면적 합계,공원율,oil_use,bus_traffic,subway_traffic,제조업 사업체수,현년.전기사용량,현년.가스사용량,현년.수도사용량,현년.탄소,construction_waste_emissions,construction_waste_recycling,trash_emissions,trash_recycling,garbage_emissions,garbage_recycling,designated_waste_emissions,designated_waste_recycling
2017,4,금천구,28.31111111111111,4.149857696878711,2.1,52.0,891,0.0,25.04,17785.0,16.94,7527,231401,39673,5412,40509198,2278697,687438,22508414,35262.0,0.9384890250127617,5466.0,0.605927552140505,1788.0,1.0,5466.0,0.605927552140505
2017,4,노원구,26.258333333333333,2.2906215723483374,1.4,64.0,1738,0.0,24.49,26282.0,40.46,12383,246133,204150,848,68659336,4977423,2398873,41057415,34227.0,0.9953545446577263,8340.0,0.612589928057554,4161.0,1.0,8340.0,0.612589928057554
2017,4,도봉구,24.79583333333333,0.3205784763458542,1.5,69.0,922,0.0,22.03,7420.0,48.79,9340,184726,76019,1090,33523658,4364487,1121319,24362761,11610.0,0.9537467700258397,4839.0,0.5585864848109113,2469.0,1.0,4839.0,0.5585864848109113
2017,4,동대문구,22.260416666666668,1.3811420088645503,2.1,64.0,1049,18430.0,24.34,16864.0,8.97,12152,388474,90595,3539,37656862,2628385,1620677,22392158,33357.0,0.9916359384836766,9621.0,0.6510757717492984,3054.0,1.0,9621.0,0.6510757717492984
2017,4,동작구,25.73472222222222,2.4294968027079897,1.6,50.25,1608,416.0,26.81,5242.0,28.04,7854,332571,277197,651,47310521,4906914,1308605,31485608,28785.0,0.9776967170401251,5325.0,0.48901408450704226,2745.0,1.0,5325.0,0.48901408450704226
2017,4,마포구,33.43958333333333,5.084134853653745,2.7,57.0,1648,64708.0,25.31,20891.0,18.61,7587,460191,329972,1336,48143697,4116802,1292004,30063512,42843.0,0.989006372102794,9864.0,0.5970194647201946,3267.0,1.0,9864.0,0.5970194647201946
2017,4,서대문구,28.186805555555555,2.218428417234536,1.4,52.5,1122,23527.0,23.73,5264.0,29.14,8758,352672,51358,754,35562570,2201262,751740,20258939,33912.0,0.991861288039632,6642.0,0.46657633242999097,2307.0,1.0,6642.0,0.46657633242999097
2017,4,서초구,27.7375,1.8657575166789035,1.6,59.0,2949,36.0,27.42,8173.0,33.8,35509,433840,313748,1064,122786644,3744653,1396965,60913354,63501.0,0.9791184390796995,11781.0,0.5757575757575758,5370.0,1.0,11781.0,0.5757575757575758
2017,4,성동구,27.61319444444445,1.7954472117044618,2.5,61.5,1299,28334.0,25.76,9994.0,18.4,12547,140058,159280,4612,37485646,2294778,1066700,21388361,55023.0,0.7342020609563273,5100.0,0.48176470588235293,2571.0,1.0,5100.0,0.48176470588235293
2017,4,성북구,27.16111111111111,2.562003134140748,1.9,63.0,1488,0.0,24.91,16074.0,33.93,14165,408911,141569,2424,53630971,4714519,1888157,33926918,24552.0,0.9930351906158358,7503.0,0.570171931227509,2862.0,1.0,7503.0,0.570171931227509
